filename,type,category,description,source,source_url,license_type,attribution,commercial_ok,deidentify,clearance,notes
20260601_real-big-island-landscape-hawaii-32405462718.jpg,image,image,Big island landscape Hawaii (32405462718).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Big_island_landscape_Hawaii_(32405462718).jpg,CC BY 2.0,dronepicr,Y,N,🟡待人工確認,
20260601_real-big-island-lava-landscape-hawaii-45364443265.jpg,image,image,Big island lava landscape Hawaii (45364443265).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Big_island_lava_landscape_Hawaii_(45364443265).jpg,CC BY 2.0,dronepicr,Y,N,🟡待人工確認,
20260601_real-2021-10-09-15-14-28-waves-from-the-pacific-ocean.jpg,image,image,"2021-10-09 15 14 28 Waves from the Pacific Ocean crashing onto cliffs within Hawaii Volcanoes National Park in Hawaii County, Hawaii.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-09_15_14_28_Waves_from_the_Pacific_Ocean_crashing_onto_cliffs_within_Hawaii_Volcanoes_National_Park_in_Hawaii_County,_Hawaii.jpg",CC BY-SA 4.0,Famartin,Y,N,🟡待人工確認,
20260601_real-2021-10-09-15-14-27-waves-from-the-pacific-ocean.jpg,image,image,"2021-10-09 15 14 27 Waves from the Pacific Ocean crashing onto cliffs within Hawaii Volcanoes National Park in Hawaii County, Hawaii.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-09_15_14_27_Waves_from_the_Pacific_Ocean_crashing_onto_cliffs_within_Hawaii_Volcanoes_National_Park_in_Hawaii_County,_Hawaii.jpg",CC BY-SA 4.0,Famartin,Y,N,🟡待人工確認,
20260601_real-2021-10-09-15-14-25a-waves-from-the-pacific-ocea.jpg,image,image,"2021-10-09 15 14 25a Waves from the Pacific Ocean crashing onto cliffs within Hawaii Volcanoes National Park in Hawaii County, Hawaii.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-09_15_14_25a_Waves_from_the_Pacific_Ocean_crashing_onto_cliffs_within_Hawaii_Volcanoes_National_Park_in_Hawaii_County,_Hawaii.jpg",CC BY-SA 4.0,Famartin,Y,N,🟡待人工確認,
20260601_real-2021-10-09-15-14-25b-waves-from-the-pacific-ocea.jpg,image,image,"2021-10-09 15 14 25b Waves from the Pacific Ocean crashing onto cliffs within Hawaii Volcanoes National Park in Hawaii County, Hawaii.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-09_15_14_25b_Waves_from_the_Pacific_Ocean_crashing_onto_cliffs_within_Hawaii_Volcanoes_National_Park_in_Hawaii_County,_Hawaii.jpg",CC BY-SA 4.0,Famartin,Y,N,🟡待人工確認,
20260601_real-anole-lizard-hilo-hawaii-edit.jpg,image,image,Anole Lizard Hilo Hawaii edit.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Anole_Lizard_Hilo_Hawaii_edit.jpg,CC BY-SA 2.5,Paul Hirst ( Phirst ),Y,N,🟡待人工確認,
20260601_real-hilo-montage.png,image,image,Hilo Montage.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hilo_Montage.png,CC BY-SA 3.0,Please click on the links above to see the authorship and license,Y,N,🟡待人工確認,
20260601_real-young-brothers-hawaii-truck-at-port-of-hilo.jpg,image,image,Young Brothers Hawaii Truck at Port of Hilo.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Young_Brothers_Hawaii_Truck_at_Port_of_Hilo.jpg,CC BY-SA 4.0,Yoshi Canopus,Y,N,🟡待人工確認,
20260601_real-schatz-in-hilo.jpg,image,image,Schatz in Hilo.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Schatz_in_Hilo.jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-east-hawaii-cultural-center.jpg,image,image,East Hawaii Cultural Center.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:East_Hawaii_Cultural_Center.jpg,CC BY 3.0,W Nowicki,Y,N,🟡待人工確認,
20260601_real-east-hawaii-cultural-center-canoe-exhibit.jpg,image,image,East Hawaii Cultural Center Canoe Exhibit.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:East_Hawaii_Cultural_Center_Canoe_Exhibit.jpg,CC BY 3.0,W Nowicki,Y,N,🟡待人工確認,
20260601_real-hilo-federal-building.jpg,image,image,Hilo Federal Building.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hilo_Federal_Building.jpg,CC BY 3.0,W Nowicki,Y,N,🟡待人工確認,
20260601_real-hawaii-wikic-7952.jpg,image,image,Hawaii WikiC 7952.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hawaii_WikiC_7952.jpg,CC BY-SA 4.0,gillfoto,Y,N,🟡待人工確認,
20260601_real-honolulu-us-post-custom-court.jpg,image,image,Honolulu-us-post-custom-court.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Honolulu-us-post-custom-court.JPG,Public domain,N,Y,N,🟡待人工確認,
20260601_real-detail-view-of-entrance-arcade-united-states-pos.tif,image,image,"Detail view of entrance arcade - United States Post Office, Custom House and Court House, 335 Merchant Street, Honolulu, Honolulu County, HI HABS hi-525-2.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Detail_view_of_entrance_arcade_-_United_States_Post_Office,_Custom_House_and_Court_House,_335_Merchant_Street,_Honolulu,_Honolulu_County,_HI_HABS_hi-525-2.tif",Public domain,N,Y,N,🟡待人工確認,
20260601_real-us-post-office-custom-house-and-court-house-hono.jpg,image,image,"US Post Office, Custom House, and Court House, Honolulu 1922.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:US_Post_Office,_Custom_House,_and_Court_House,_Honolulu_1922.jpg",Public domain,N,Y,N,🟡待人工確認,
20260601_real-united-states-post-office-custom-house-and-court.jpg,image,image,United States Post Office Custom House and Court House - Honolulu Hawaii - King David Kalakaua Building (49551131241).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:United_States_Post_Office_Custom_House_and_Court_House_-_Honolulu_Hawaii_-_King_David_Kalakaua_Building_(49551131241).jpg,CC BY 2.0,Tony Webster,Y,N,🟡待人工確認,
20260601_real-exterior-building-details-of-building-d-west-faa.tif,image,image,"Exterior building details of Building D, west faand-231;ade- exterior plumbing and sewer pipes and brick infilled windows; southeasterly view - San Quentin State Prison, Building 22 HABS CA-2804-A-108.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Exterior_building_details_of_Building_D,_west_faand-231;ade-_exterior_plumbing_and_sewer_pipes_and_brick_infilled_windows;_southeasterly_view_-_San_Quentin_State_Prison,_Building_22_HABS_CA-2804-A-108.tif",Public domain,N,Y,N,🟡待人工確認,
20260601_real-burlington-county-prison-exterior-main-entrance.jpg,image,image,Burlington County Prison (EXTERIOR - MAIN ENTRANCE).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Burlington_County_Prison_(EXTERIOR_-_MAIN_ENTRANCE).jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-exterior-building-details-of-building-d-elevatio.tif,image,image,"Exterior building details of Building D, elevation of south faand-231;ade and Building E roof; northerly view - San Quentin State Prison, Building 22, Point San Quentin, San Quentin HABS CA-2804-A-102.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Exterior_building_details_of_Building_D,_elevation_of_south_faand-231;ade_and_Building_E_roof;_northerly_view_-_San_Quentin_State_Prison,_Building_22,_Point_San_Quentin,_San_Quentin_HABS_CA-2804-A-102.tif",Public domain,N,Y,N,🟡待人工確認,
20260601_real-exterior-building-details-of-building-d-oblique-.tif,image,image,"Exterior building details of Building D, oblique north and west faand-231;ades; southeasterly view - San Quentin State Prison, Building 22, Point San Quentin, San Quentin, Marin HABS CA-2804-A-99.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Exterior_building_details_of_Building_D,_oblique_north_and_west_faand-231;ades;_southeasterly_view_-_San_Quentin_State_Prison,_Building_22,_Point_San_Quentin,_San_Quentin,_Marin_HABS_CA-2804-A-99.tif",Public domain,N,Y,N,🟡待人工確認,
20260601_real-prison-cell-door-andreasstrasse-prison.jpg,image,image,"Prison cell door, Andreasstrasse Prison.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Prison_cell_door,_Andreasstrasse_Prison.jpg",CC BY-SA 4.0,Felixkrater,Y,N,🟡待人工確認,
20260601_real-first-floor-corridor-in-cell-block-philadelphia-.tif,image,image,"FIRST FLOOR CORRIDOR IN CELL BLOCK - Philadelphia County Prison, Tenth Street, Philadelphia, Philadelphia County, PA HABS PA,51-PHILA,672-7.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:FIRST_FLOOR_CORRIDOR_IN_CELL_BLOCK_-_Philadelphia_County_Prison,_Tenth_Street,_Philadelphia,_Philadelphia_County,_PA_HABS_PA,51-PHILA,672-7.tif",Public domain,N,Y,N,🟡待人工確認,
20260601_real-philadelphia-county-prison-moyamensing-prison-ph.jpg,image,image,Philadelphia County Prison (Moyamensing Prison) Philadelphia PA (7) 139920pu.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Philadelphia_County_Prison_(Moyamensing_Prison)_Philadelphia_PA_(7)_139920pu.jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-chih-cell-block-of-chiayi-old-prison-taiwan.jpg,image,image,Chih Cell Block of Chiayi Old Prison (Taiwan).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Chih_Cell_Block_of_Chiayi_Old_Prison_(Taiwan).jpg,CC BY-SA 4.0,Mearchan,Y,N,🟡待人工確認,
20260601_real-armed-forces-dna-identification-laboratory-analy.jpg,image,image,Armed Forces DNA Identification Laboratory analysts 2018.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Armed_Forces_DNA_Identification_Laboratory_analysts_2018.jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-sir-alec-jeffreys-and-forensic-biologist-mark-be.jpg,image,image,Sir alec jeffreys and forensic biologist mark benecke.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sir_alec_jeffreys_and_forensic_biologist_mark_benecke.jpg,CC BY-SA 4.0,Markbenecke,Y,N,🟡待人工確認,
20260601_real-day-253-west-midlands-police-forensic-science-la.jpg,image,image,Day 253 - West Midlands Police - Forensic Science Lab (7969822920).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Day_253_-_West_Midlands_Police_-_Forensic_Science_Lab_(7969822920).jpg,CC BY-SA 2.0,"West Midlands Police from West Midlands, United Kingdom",Y,N,🟡待人工確認,
20260601_real-2026-02-09-sharmin-s-murshid-advisor-on-women-an.jpg,image,image,"2026-02-09 Sharmin S. Murshid, Advisor on Women and Children Affairs, at Forensic DNA Laboratory Advisory Council meeting, Bangladesh Shishu Academy, Dhaka.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2026-02-09_Sharmin_S._Murshid,_Advisor_on_Women_and_Children_Affairs,_at_Forensic_DNA_Laboratory_Advisory_Council_meeting,_Bangladesh_Shishu_Academy,_Dhaka.jpg",Public domain,N,Y,N,🟡待人工確認,
20260601_real-kapoho-hawaii-file-this-short-video-compilation-.mp4,video,video,Kapoho Hawaii — File:This short video compilation shows conditions at Kapoho Bay during a helicopt....webm,Commons-video,https://commons.wikimedia.org/wiki/File:This_short_video_compilation_shows_conditions_at_Kapoho_Bay_during_a_helicopt....webm,PD/CC（見檔案頁，發布前覆核）,N,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-hawaii-big-island-coast-kohala-coast-at-the-big-.jpg,image,image,Hawaii Big Island coast — Kohala coast at the Big Island of Hawaii from the air levels.jpg,Commons,https://commons.wikimedia.org/wiki/File:Kohala_coast_at_the_Big_Island_of_Hawaii_from_the_air_levels.jpg,CC BY-SA 3.0,George. Edit by User:Muhammad Mahdi Karim,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-hawaii-courtroom-aliiolanihale-courtroom.jpg,image,image,Hawaii courtroom — Aliiolanihale-courtroom.jpg,Commons,https://commons.wikimedia.org/wiki/File:Aliiolanihale-courtroom.jpg,CC BY 2.0,Cliff,Y,N,🟡待人工確認,live 命中自動歸檔
