filename,type,category,description,source,source_url,license_type,attribution,commercial_ok,deidentify,clearance,notes
20260601_real-wilhelm-walther-k-ln-2-053-054-5812.tif,image,image,"Wilhelm Walther, Köln, 2-053-054-5812.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Wilhelm_Walther,_K%C3%B6ln,_2-053-054-5812.tif",CC BY-SA 4.0,Wilhelm Walther († 1983),Y,N,🟡待人工確認,
20260601_real-wilhelm-walther-k-ln-2-053-054-5813.tif,image,image,"Wilhelm Walther, Köln, 2-053-054-5813.tif",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Wilhelm_Walther,_K%C3%B6ln,_2-053-054-5813.tif",CC BY-SA 4.0,Wilhelm Walther († 1983),Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-183-n0827-322-d-sseldorf-gesch.jpg,image,image,"Bundesarchiv Bild 183-N0827-322, Düsseldorf, geschändete Synagoge.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_183-N0827-322,_D%C3%BCsseldorf,_gesch%C3%A4ndete_Synagoge.jpg",CC BY-SA 3.0 de,Unknown Unknown,Y,N,🟡待人工確認,
20260601_real-friedenskirche-d-sseldorf-christmette-1929-3.jpg,image,image,Friedenskirche (Düsseldorf) Christmette 1929 (3).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Friedenskirche_(D%C3%BCsseldorf)_Christmette_1929_(3).jpg,CC BY-SA 4.0,Chris06,Y,N,🟡待人工確認,
20260601_real-friedenskirche-d-sseldorf-christmette-1929-2.jpg,image,image,Friedenskirche (Düsseldorf) Christmette 1929 (2).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Friedenskirche_(D%C3%BCsseldorf)_Christmette_1929_(2).jpg,CC BY-SA 4.0,Chris06,Y,N,🟡待人工確認,
20260601_real-friedenskirche-d-sseldorf-christmette-1929-1.jpg,image,image,Friedenskirche (Düsseldorf) Christmette 1929 (1).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Friedenskirche_(D%C3%BCsseldorf)_Christmette_1929_(1).jpg,CC BY-SA 4.0,Chris06,Y,N,🟡待人工確認,
20260601_real-erm-chtigungsgesetz-1933-03-24-blatt-1.jpg,image,image,Ermächtigungsgesetz 1933-03-24 Blatt 1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Erm%C3%A4chtigungsgesetz_1933-03-24_Blatt_1.jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-erm-chtigungsgesetz-1933-03-24-blatt-2.jpg,image,image,Ermächtigungsgesetz 1933-03-24 Blatt 2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Erm%C3%A4chtigungsgesetz_1933-03-24_Blatt_2.jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-plakat-bayerische-volkspartei-1919.jpg,image,image,Plakat Bayerische Volkspartei 1919.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plakat_Bayerische_Volkspartei_1919.jpg,Public domain,N,Y,N,🟡待人工確認,
20260601_real-fuerstenenteignung2.jpg,image,image,Fuerstenenteignung2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fuerstenenteignung2.jpg,CC BY-SA 3.0,see file page,Y,N,🟡待人工確認,
20260601_real-altes-abzeichen-der-polizei-bamberg.jpg,image,image,Altes Abzeichen der Polizei Bamberg.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Altes_Abzeichen_der_Polizei_Bamberg.JPG,Public domain,N,Y,N,🟡待人工確認,
20260601_real-abzeichen-der-amerikanischen-besatzungszone-im-n.jpg,image,image,Abzeichen der amerikanischen Besatzungszone im Nachkriegsdeutschland.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Abzeichen_der_amerikanischen_Besatzungszone_im_Nachkriegsdeutschland.JPG,CC BY-SA 3.0,User:Mattes,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-183-09958-1485-kindergarten-im.jpg,image,image,"Bundesarchiv Bild 183-09958-1485, Kindergarten im Berliner Polizei-Präsidium.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_183-09958-1485,_Kindergarten_im_Berliner_Polizei-Pr%C3%A4sidium.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-183-09958-1497-kindergarten-im.jpg,image,image,"Bundesarchiv Bild 183-09958-1497, Kindergarten im Berliner Polizei-Präsidium.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_183-09958-1497,_Kindergarten_im_Berliner_Polizei-Pr%C3%A4sidium.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-134-a356-tsingtau-erschie-ung.jpg,image,image,"Bundesarchiv Bild 134-A356, Tsingtau, Erschießung.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_134-A356,_Tsingtau,_Erschie%C3%9Fung.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-134-a299-tsingtau-erste-deutsc.jpg,image,image,"Bundesarchiv Bild 134-A299, Tsingtau, Erste deutsche Bäckerei.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_134-A299,_Tsingtau,_Erste_deutsche_B%C3%A4ckerei.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-116-125-01-tsingtau-haupttor-d.jpg,image,image,"Bundesarchiv Bild 116-125-01, Tsingtau, Haupttor des Artillerielagers.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_116-125-01,_Tsingtau,_Haupttor_des_Artillerielagers.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-watson-s-magazine-serial-ia-watsonsmagazines144w.pdf,doc,court-doc,Watson's magazine (serial) (IA watsonsmagazines144wats).pdf,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Watson%27s_magazine_(serial)_(IA_watsonsmagazines144wats).pdf,Public domain,N,Y,N,🟡待人工確認,
20260601_real-watson-s-magazine-serial-ia-watsonsmagazines214w.pdf,doc,court-doc,Watson's magazine (serial) (IA watsonsmagazines214wats).pdf,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Watson%27s_magazine_(serial)_(IA_watsonsmagazines214wats).pdf,Public domain,N,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-102-00659-dortmund-hauptbahnho.jpg,image,image,"Bundesarchiv Bild 102-00659, Dortmund, Hauptbahnhof.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_102-00659,_Dortmund,_Hauptbahnhof.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-102-00655-dortmund-h-rde-abzug.jpg,image,image,"Bundesarchiv Bild 102-00655, Dortmund-Hörde, Abzug französischer Truppen.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_102-00655,_Dortmund-H%C3%B6rde,_Abzug_franz%C3%B6sischer_Truppen.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-102-00656-dortmund-h-rde-abzug.jpg,image,image,"Bundesarchiv Bild 102-00656, Dortmund-Hörde, Abzug französischer Truppen.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_102-00656,_Dortmund-H%C3%B6rde,_Abzug_franz%C3%B6sischer_Truppen.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-bundesarchiv-bild-102-00658-dortmund-h-rde-abzug.jpg,image,image,"Bundesarchiv Bild 102-00658, Dortmund-Hörde, Abzug französischer Truppen.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bundesarchiv_Bild_102-00658,_Dortmund-H%C3%B6rde,_Abzug_franz%C3%B6sischer_Truppen.jpg",CC BY-SA 3.0 de,Unknown author Unknown author,Y,N,🟡待人工確認,
20260601_real-weimar-republic-city-street-1920s-restored-quadr.jpg,image,image,Weimar Republic city street 1920s — Restored quadriga atop Brandenburg Gate.jpg,Commons,https://commons.wikimedia.org/wiki/File:Restored_quadriga_atop_Brandenburg_Gate.jpg,CC BY 2.0,Karl-Ludwig Poggemann from Germany,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-dusseldorf-1880s-old-house-ak-d-sseldorf-partie-.jpg,image,image,"Dusseldorf 1880s old house — Ak Düsseldorf, Partie am Kaiser Wilhelm Denkmal, Geschäfte Kreuzung.jpg",Commons,"https://commons.wikimedia.org/wiki/File:Ak_D%C3%BCsseldorf,_Partie_am_Kaiser_Wilhelm_Denkmal,_Gesch%C3%A4fte_Kreuzung.jpg",Public domain,N,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-police-car-lights-night-leicester-police-mat-fas.jpg,image,image,police car lights night — Leicester Police - Mat Fascione.jpg,Commons,https://commons.wikimedia.org/wiki/File:Leicester_Police_-_Mat_Fascione.jpg,CC BY-SA 2.0,Mat Fascione,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-courthouse-exterior-exterior-of-allen-county-cou.jpg,image,image,courthouse exterior — Exterior of Allen County Courthouse (Indiana) - 2008.jpg,Commons,https://commons.wikimedia.org/wiki/File:Exterior_of_Allen_County_Courthouse_(Indiana)_-_2008.jpg,CC BY 2.0,kristinafh,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-1929-german-missing-person-notice-arthur-lubin-1.jpg,image,image,1929 German missing person notice — Arthur Lubin 1929.jpg,Commons,https://commons.wikimedia.org/wiki/File:Arthur_Lubin_1929.jpg,Public domain,N,Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-1929-german-police-investigation-simplicissimus-.jpg,image,image,1929 German police investigation — SIMPLICISSIMUS German satirical magazine 1929 Ergebnislose Haussuchung bei Hitler. Caricature by Thomas Theodor Heine of Adolf Hitler. No known copyright restrictions.jpg,Commons,https://commons.wikimedia.org/wiki/File:SIMPLICISSIMUS_German_satirical_magazine_1929_Ergebnislose_Haussuchung_bei_Hitler._Caricature_by_Thomas_Theodor_Heine_of_Adolf_Hitler._No_known_copyright_restrictions.jpg,CC BY-SA 4.0,Thomas Theodor Heine (1867 – 1948),Y,N,🟡待人工確認,live 命中自動歸檔
20260601_real-d-sseldorf-jahrmarkt-1920er-anne-winterer-kirmes.jpg,image,image,"Düsseldorf Jahrmarkt 1920er — Anne Winterer, Kirmes.jpg",Commons,"https://commons.wikimedia.org/wiki/File:Anne_Winterer,_Kirmes.jpg",CC0,N,Y,N,🟡待人工確認,live 命中自動歸檔
